x,y
0,"tensor(0.0449, device='cuda:0')"
1,"tensor(0.0485, device='cuda:0')"
2,"tensor(0.0500, device='cuda:0')"
3,"tensor(0.0488, device='cuda:0')"
4,"tensor(0.0499, device='cuda:0')"
5,"tensor(0.0499, device='cuda:0')"
6,"tensor(0.0514, device='cuda:0')"
7,"tensor(0.0529, device='cuda:0')"
8,"tensor(0.0513, device='cuda:0')"
9,"tensor(0.0522, device='cuda:0')"
10,"tensor(0.0511, device='cuda:0')"
11,"tensor(0.0523, device='cuda:0')"
12,"tensor(0.0521, device='cuda:0')"
13,"tensor(0.0514, device='cuda:0')"
14,"tensor(0.0512, device='cuda:0')"
15,"tensor(0.0523, device='cuda:0')"
16,"tensor(0.0525, device='cuda:0')"
17,"tensor(0.0522, device='cuda:0')"
18,"tensor(0.0521, device='cuda:0')"
19,"tensor(0.0519, device='cuda:0')"
20,"tensor(0.0520, device='cuda:0')"
21,"tensor(0.0520, device='cuda:0')"
22,"tensor(0.0525, device='cuda:0')"
23,"tensor(0.0517, device='cuda:0')"
24,"tensor(0.0521, device='cuda:0')"
