x,y
"tensor(0.0248, device='cuda:0')",nan
"tensor(0.0249, device='cuda:0')",86.15
"tensor(0.0249, device='cuda:0')",86.25
"tensor(0.0248, device='cuda:0')",86.20000000000002
"tensor(0.0253, device='cuda:0')",86.4
"tensor(0.0249, device='cuda:0')",86.30000000000001
"tensor(0.0251, device='cuda:0')",86.50000000000001
"tensor(0.0250, device='cuda:0')",86.15
"tensor(0.0249, device='cuda:0')",86.15
"tensor(0.0250, device='cuda:0')",86.15
"tensor(0.0251, device='cuda:0')",86.6
"tensor(0.0250, device='cuda:0')",86.35000000000001
"tensor(0.0249, device='cuda:0')",86.2
"tensor(0.0247, device='cuda:0')",86.35000000000001
"tensor(0.0249, device='cuda:0')",86.4
"tensor(0.0250, device='cuda:0')",86.3
"tensor(0.0248, device='cuda:0')",85.9
"tensor(0.0247, device='cuda:0')",86.2
"tensor(0.0250, device='cuda:0')",86.15
"tensor(0.0247, device='cuda:0')",85.6
"tensor(0.0250, device='cuda:0')",86.1
"tensor(0.0248, device='cuda:0')",85.7
"tensor(0.0247, device='cuda:0')",85.95
"tensor(0.0249, device='cuda:0')",85.9
"tensor(0.0245, device='cuda:0')",86.05000000000001
