x,y
0,"tensor(0.0173, device='cuda:0')"
1,"tensor(0.0125, device='cuda:0')"
2,"tensor(0.0119, device='cuda:0')"
3,"tensor(0.0094, device='cuda:0')"
4,"tensor(0.0106, device='cuda:0')"
5,"tensor(0.0107, device='cuda:0')"
6,"tensor(0.0105, device='cuda:0')"
7,"tensor(0.0099, device='cuda:0')"
8,"tensor(0.0106, device='cuda:0')"
9,"tensor(0.0099, device='cuda:0')"
10,"tensor(0.0097, device='cuda:0')"
11,"tensor(0.0099, device='cuda:0')"
12,"tensor(0.0094, device='cuda:0')"
13,"tensor(0.0102, device='cuda:0')"
14,"tensor(0.0093, device='cuda:0')"
15,"tensor(0.0091, device='cuda:0')"
16,"tensor(0.0095, device='cuda:0')"
17,"tensor(0.0090, device='cuda:0')"
18,"tensor(0.0082, device='cuda:0')"
19,"tensor(0.0089, device='cuda:0')"
20,"tensor(0.0090, device='cuda:0')"
21,"tensor(0.0085, device='cuda:0')"
22,"tensor(0.0085, device='cuda:0')"
23,"tensor(0.0082, device='cuda:0')"
24,"tensor(0.0084, device='cuda:0')"
